pokedex_number,name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
605,Elgyem,5,0,0,0,Cerebral Pokémon,1,Psychic,,0.5,9,3,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
606,Beheeyem,5,0,0,0,Cerebral Pokémon,1,Psychic,,1,34.5,3,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
607,Litwick,5,0,0,0,Candle Pokémon,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
608,Lampent,5,0,0,0,Lamp Pokémon,2,Ghost,Fire,0.6,13,3,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
609,Chandelure,5,0,0,0,Luring Pokémon,2,Ghost,Fire,1,34.3,3,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
610,Axew,5,0,0,0,Tusk Pokémon,1,Dragon,,0.6,18,3,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
611,Fraxure,5,0,0,0,Axe Jaw Pokémon,1,Dragon,,1,36,3,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
612,Haxorus,5,0,0,0,Axe Jaw Pokémon,1,Dragon,,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
613,Cubchoo,5,0,0,0,Chill Pokémon,1,Ice,,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,305,55,70,40,60,40,40,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
614,Beartic,5,0,0,0,Freezing Pokémon,1,Ice,,2.6,260,3,Snow Cloak,Slush Rush,Swift Swim,505,95,130,80,70,80,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
615,Cryogonal,5,0,0,0,Crystallizing Pokémon,1,Ice,,1.1,148,1,Levitate,,,515,80,50,50,95,135,105,1,2,1,1,1,0.5,2,1,0,1,1,1,2,1,1,1,2,1
616,Shelmet,5,0,0,0,Snail Pokémon,1,Bug,,0.4,7.7,3,Hydration,Shell Armor,Overcoat,305,50,40,85,40,65,25,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
617,Accelgor,5,0,0,0,Shell Out Pokémon,1,Bug,,0.8,25.3,3,Hydration,Sticky Hold,Unburden,495,80,70,40,100,60,145,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
618,Stunfisk,5,0,0,0,Trap Pokémon,2,Ground,Electric,0.7,11,3,Static,Limber,Sand Veil,471,109,66,84,81,99,32,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1
618,Galarian Stunfisk,5,0,0,0,Trap Pokémon,2,Ground,Steel,0.7,20.5,1,Mimicry,,,471,109,81,99,66,84,32,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
619,Mienfoo,5,0,0,0,Martial Arts Pokémon,1,Fighting,,0.9,20,3,Inner Focus,Regenerator,Reckless,350,45,85,50,55,50,65,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
620,Mienshao,5,0,0,0,Martial Arts Pokémon,1,Fighting,,1.4,35.5,3,Inner Focus,Regenerator,Reckless,510,65,125,60,95,60,105,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
621,Druddigon,5,0,0,0,Cave Pokémon,1,Dragon,,1.6,139,3,Rough Skin,Sheer Force,Mold Breaker,485,77,120,90,60,90,48,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
622,Golett,5,0,0,0,Automaton Pokémon,2,Ground,Ghost,1,92,3,Iron Fist,Klutz,No Guard,303,59,74,50,35,50,35,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
623,Golurk,5,0,0,0,Automaton Pokémon,2,Ground,Ghost,2.8,330,3,Iron Fist,Klutz,No Guard,483,89,124,80,55,80,55,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
624,Pawniard,5,0,0,0,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,3,Defiant,Inner Focus,Pressure,340,45,85,70,40,40,60,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
625,Bisharp,5,0,0,0,Sword Blade Pokémon,2,Dark,Steel,1.6,70,3,Defiant,Inner Focus,Pressure,490,65,125,100,60,70,70,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
626,Bouffalant,5,0,0,0,Bash Buffalo Pokémon,1,Normal,,1.6,94.6,3,Reckless,Sap Sipper,Soundproof,490,95,110,95,40,95,55,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
627,Rufflet,5,0,0,0,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,3,Keen Eye,Sheer Force,Hustle,350,70,83,50,37,50,60,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
628,Braviary,5,0,0,0,Valiant Pokémon,2,Normal,Flying,1.5,41,3,Keen Eye,Sheer Force,Defiant,510,100,123,75,57,75,80,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
629,Vullaby,5,0,0,0,Diapered Pokémon,2,Dark,Flying,0.5,9,3,Big Pecks,Overcoat,Weak Armor,370,70,55,75,45,65,60,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
630,Mandibuzz,5,0,0,0,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,3,Big Pecks,Overcoat,Weak Armor,510,110,65,105,55,95,80,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
631,Heatmor,5,0,0,0,Anteater Pokémon,1,Fire,,1.4,58,3,Gluttony,Flash Fire,White Smoke,484,85,97,66,105,66,65,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
632,Durant,5,0,0,0,Iron Ant Pokémon,2,Bug,Steel,0.3,33,3,Swarm,Hustle,Truant,484,58,109,112,48,48,109,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
633,Deino,5,0,0,0,Irate Pokémon,2,Dark,Dragon,0.8,17.3,1,Hustle,,,300,52,65,50,45,50,38,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
634,Zweilous,5,0,0,0,Hostile Pokémon,2,Dark,Dragon,1.4,50,1,Hustle,,,420,72,85,70,65,70,58,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
635,Hydreigon,5,1,0,0,Brutal Pokémon,2,Dark,Dragon,1.8,160,1,Levitate,,,600,92,105,90,125,90,98,1,0.5,0.5,0.5,0.5,2,2,1,0,1,0,2,1,0.5,2,0.5,1,4
636,Larvesta,5,0,0,0,Torch Pokémon,2,Bug,Fire,1.1,28.8,2,Flame Body,,Swarm,360,55,85,55,50,55,60,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
637,Volcarona,5,0,0,0,Sun Pokémon,2,Bug,Fire,1.6,46,2,Flame Body,,Swarm,550,85,60,65,135,105,100,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
638,Cobalion,5,0,1,0,Iron Will Pokémon,2,Steel,Fighting,2.1,250,1,Justified,,,580,91,90,129,90,72,108,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
639,Terrakion,5,0,1,0,Cavern Pokémon,2,Rock,Fighting,1.9,260,1,Justified,,,580,91,129,90,72,90,108,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2
640,Virizion,5,0,1,0,Grassland Pokémon,2,Grass,Fighting,2,200,1,Justified,,,580,91,90,72,90,129,108,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
641,Tornadus Incarnate Forme,5,0,1,0,Cyclone Pokémon,1,Flying,,1.5,63,2,Prankster,,Defiant,580,79,115,70,125,80,111,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
641,Tornadus Therian Forme,5,0,1,0,Cyclone Pokémon,1,Flying,,1.4,63,1,Regenerator,,,580,79,100,80,110,90,121,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
642,Thundurus Incarnate Forme,5,0,1,0,Bolt Strike Pokémon,2,Electric,Flying,1.5,61,2,Prankster,,Defiant,580,79,115,70,125,80,111,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
642,Thundurus Therian Forme,5,0,1,0,Bolt Strike Pokémon,2,Electric,Flying,3,61,1,Volt Absorb,,,580,79,105,70,145,80,101,1,1,1,0,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
643,Reshiram,5,0,1,0,Vast White Pokémon,2,Dragon,Fire,3.2,330,1,Turboblaze,,,680,100,120,100,150,120,90,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
644,Zekrom,5,0,1,0,Deep Black Pokémon,2,Dragon,Electric,2.9,345,1,Teravolt,,,680,100,150,120,120,100,90,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
645,Landorus Incarnate Forme,5,0,1,0,Abundance Pokémon,2,Ground,Flying,1.5,68,2,Sand Force,,Sheer Force,600,89,125,90,115,80,101,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
645,Landorus Therian Forme,5,0,1,0,Abundance Pokémon,2,Ground,Flying,1.3,68,1,Intimidate,,,600,89,145,90,105,80,91,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
646,Kyurem,5,0,1,0,Boundary Pokémon,2,Dragon,Ice,3,325,1,Pressure,,,660,125,130,90,130,90,95,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
646,Black Kyurem,5,0,1,0,Boundary Pokémon,2,Dragon,Ice,3.3,325,1,Teravolt,,,700,125,170,100,120,90,95,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
646,White Kyurem,5,0,1,0,Boundary Pokémon,2,Dragon,Ice,3.6,325,1,Turboblaze,,,700,125,120,90,170,100,95,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
647,Keldeo Ordinary Forme,5,0,0,1,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,129,90,108,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
647,Keldeo Resolute Forme,5,0,0,1,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,129,90,108,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
648,Meloetta Aria Forme,5,0,0,1,Melody Pokémon,2,Normal,Psychic,0.6,6.5,1,Serene Grace,,,600,100,77,77,128,128,90,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
648,Meloetta Pirouette Forme,5,0,0,1,Melody Pokémon,2,Normal,Fighting,0.6,6.5,1,Serene Grace,,,600,100,128,90,77,77,128,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
649,Genesect,5,0,0,1,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,1,Download,,,600,71,120,95,120,95,99,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
650,Chespin,6,0,0,0,Spiny Nut Pokémon,1,Grass,,0.4,9,2,Overgrow,,Bulletproof,313,56,61,65,48,45,38,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
651,Quilladin,6,0,0,0,Spiny Armor Pokémon,1,Grass,,0.7,29,2,Overgrow,,Bulletproof,405,61,78,95,56,58,57,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
652,Chesnaught,6,0,0,0,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90,2,Overgrow,,Bulletproof,530,88,107,122,74,75,64,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
653,Fennekin,6,0,0,0,Fox Pokémon,1,Fire,,0.4,9.4,2,Blaze,,Magician,307,40,45,40,62,60,60,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
654,Braixen,6,0,0,0,Fox Pokémon,1,Fire,,1,14.5,2,Blaze,,Magician,409,59,59,58,90,70,73,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
655,Delphox,6,0,0,0,Fox Pokémon,2,Fire,Psychic,1.5,39,2,Blaze,,Magician,534,75,69,72,114,100,104,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
656,Froakie,6,0,0,0,Bubble Frog Pokémon,1,Water,,0.3,7,2,Torrent,,Protean,314,41,56,40,62,44,71,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
657,Frogadier,6,0,0,0,Bubble Frog Pokémon,1,Water,,0.6,10.9,2,Torrent,,Protean,405,54,63,52,83,56,97,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
658,Greninja,6,0,0,0,Ninja Pokémon,2,Water,Dark,1.5,40,2,Torrent,,Protean,530,72,95,67,103,71,122,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
658,Ash-Greninja,6,0,0,0,Ninja Pokémon,2,Water,Dark,1.5,40,1,Battle Bond,,,640,72,145,67,153,71,132,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
659,Bunnelby,6,0,0,0,Digging Pokémon,1,Normal,,0.4,5,3,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
660,Diggersby,6,0,0,0,Digging Pokémon,2,Normal,Ground,1,42.4,3,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1
661,Fletchling,6,0,0,0,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,278,45,50,43,40,38,62,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
662,Fletchinder,6,0,0,0,Ember Pokémon,2,Fire,Flying,0.7,16,2,Flame Body,,Gale Wings,382,62,73,55,56,52,84,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
663,Talonflame,6,0,0,0,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,499,78,81,71,74,69,126,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
664,Scatterbug,6,0,0,0,Scatterdust Pokémon,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
665,Spewpa,6,0,0,0,Scatterdust Pokémon,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
666,Vivillon,6,0,0,0,Scale Pokémon,2,Bug,Flying,1.2,17,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
667,Litleo,6,0,0,0,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
668,Pyroar,6,0,0,0,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
669,Flabébé,6,0,0,0,Single Bloom Pokémon,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
670,Floette,6,0,0,0,Single Bloom Pokémon,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
671,Florges,6,0,0,0,Garden Pokémon,1,Fairy,,1.1,10,2,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
672,Skiddo,6,0,0,0,Mount Pokémon,1,Grass,,0.9,31,2,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1
673,Gogoat,6,0,0,0,Mount Pokémon,1,Grass,,1.7,91,2,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1
674,Pancham,6,0,0,0,Playful Pokémon,1,Fighting,,0.6,8,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
675,Pangoro,6,0,0,0,Daunting Pokémon,2,Fighting,Dark,2.1,136,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
676,Furfrou,6,0,0,0,Poodle Pokémon,1,Normal,,1.2,28,1,Fur Coat,,,472,75,80,60,65,90,102,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
677,Espurr,6,0,0,0,Restraint Pokémon,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
678,Meowstic Male,6,0,0,0,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
678,Meowstic Female,6,0,0,0,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
679,Honedge,6,0,0,0,Sword Pokémon,2,Steel,Ghost,0.8,2,1,No Guard,,,325,45,80,100,35,37,28,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
680,Doublade,6,0,0,0,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,,,448,59,110,150,45,49,35,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
681,Aegislash Blade Forme,6,0,0,0,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,1,Stance Change,,,520,60,150,50,150,50,60,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
681,Aegislash Shield Forme,6,0,0,0,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,1,Stance Change,,,520,60,50,150,50,150,60,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
682,Spritzee,6,0,0,0,Perfume Pokémon,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
683,Aromatisse,6,0,0,0,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
684,Swirlix,6,0,0,0,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
685,Slurpuff,6,0,0,0,Meringue Pokémon,1,Fairy,,0.8,5,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
686,Inkay,6,0,0,0,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
687,Malamar,6,0,0,0,Overturning Pokémon,2,Dark,Psychic,1.5,47,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
688,Binacle,6,0,0,0,Two-Handed Pokémon,2,Rock,Water,0.5,31,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
689,Barbaracle,6,0,0,0,Collective Pokémon,2,Rock,Water,1.3,96,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
690,Skrelp,6,0,0,0,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
691,Dragalge,6,0,0,0,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
692,Clauncher,6,0,0,0,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,,,330,50,53,62,58,63,44,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
693,Clawitzer,6,0,0,0,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,,,500,71,73,88,120,89,59,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
694,Helioptile,6,0,0,0,Generator Pokémon,2,Electric,Normal,0.5,6,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
695,Heliolisk,6,0,0,0,Generator Pokémon,2,Electric,Normal,1,21,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
696,Tyrunt,6,0,0,0,Royal Heir Pokémon,2,Rock,Dragon,0.8,26,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
697,Tyrantrum,6,0,0,0,Despot Pokémon,2,Rock,Dragon,2.5,270,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
698,Amaura,6,0,0,0,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
699,Aurorus,6,0,0,0,Tundra Pokémon,2,Rock,Ice,2.7,225,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
700,Sylveon,6,0,0,0,Intertwining Pokémon,1,Fairy,,1,23.5,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
701,Hawlucha,6,0,0,0,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
702,Dedenne,6,0,0,0,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
703,Carbink,6,0,0,0,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
704,Goomy,6,0,0,0,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
705,Sliggoo,6,0,0,0,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
706,Goodra,6,1,0,0,Dragon Pokémon,1,Dragon,,2,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
707,Klefki,6,0,0,0,Key Ring Pokémon,2,Steel,Fairy,0.2,3,2,Prankster,,Magician,470,57,80,91,80,87,75,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
708,Phantump,6,0,0,0,Stump Pokémon,2,Ghost,Grass,0.4,7,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
709,Trevenant,6,0,0,0,Elder Tree Pokémon,2,Ghost,Grass,1.5,71,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
